id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7475620,1/1/2010 6:14,827,2836,$6.66 ,Swipe Transaction,75781,Utica,NY,13501,5411,
7475621,1/1/2010 6:14,1516,1002,$23.83 ,Swipe Transaction,52436,Milpitas,CA,95035,5310,
7475622,1/1/2010 6:15,497,2829,$4.87 ,Swipe Transaction,69972,Sioux Falls,SD,57110,5814,
7475623,1/1/2010 6:16,135,2808,($148.00),Online Transaction,90999,ONLINE,,,4722,
7475624,1/1/2010 6:16,759,3716,($66.00),Swipe Transaction,59935,Franklin,TN,37067,5499,
7475625,1/1/2010 6:16,1315,5434,$11.70 ,Swipe Transaction,75781,Mulkeytown,IL,62865,5411,
7475627,1/1/2010 6:16,1678,4680,$6.58 ,Swipe Transaction,17493,Wethersfield,CT,6109,5812,
7475628,1/1/2010 6:16,1703,2969,$7.35 ,Swipe Transaction,68671,Grand Junction,CO,81506,5541,
7475630,1/1/2010 6:16,1849,5904,$2.67 ,Swipe Transaction,86058,Tacoma,WA,98445,5411,
7475632,1/1/2010 6:17,1675,4692,($86.00),Swipe Transaction,43293,Puyallup,WA,98373,5499,
7475633,1/1/2010 6:17,1851,5528,$120.00 ,Swipe Transaction,27092,Youngsville,NC,27596,4829,
7475634,1/1/2010 6:18,571,5960,$1.77 ,Swipe Transaction,49903,Martinsburg,WV,25401,5411,
7475635,1/1/2010 6:18,759,3716,$2.98 ,Swipe Transaction,59935,Franklin,TN,37067,5499,
7475636,1/1/2010 6:18,1052,3651,$18.26 ,Online Transaction,15143,ONLINE,,,4784,
7475637,1/1/2010 6:18,1799,5909,$4.90 ,Swipe Transaction,27907,Woodinville,WA,98077,5812,
7475638,1/1/2010 6:19,122,2034,$35.51 ,Swipe Transaction,13646,Orlando,FL,32810,7538,
7475639,1/1/2010 6:19,557,5570,$24.22 ,Swipe Transaction,98552,Canton,NC,28716,4121,
7475640,1/1/2010 6:19,946,97,$1.04 ,Swipe Transaction,56979,Latrobe,PA,15650,5411,
7475641,1/1/2010 6:19,1299,3263,$27.28 ,Online Transaction,39021,ONLINE,,,4784,
7475642,1/1/2010 6:19,1675,4692,$86.00 ,Swipe Transaction,43293,Puyallup,WA,98373,5499,
7475643,1/1/2010 6:19,1797,1127,$38.58 ,Online Transaction,15143,ONLINE,,,4784,Bad Card Number
7475644,1/1/2010 6:20,477,2450,$2.69 ,Swipe Transaction,20519,Howland,ME,4448,5942,
7475645,1/1/2010 6:20,1843,4553,$3.11 ,Swipe Transaction,79664,Manteno,IL,60950,5814,
7475646,1/1/2010 6:21,1640,4967,$77.59 ,Swipe Transaction,61195,Adrian,MI,49221,5541,
7475647,1/1/2010 6:21,1694,5944,$39.14 ,Swipe Transaction,1743,Stamford,CT,6902,5912,
7475648,1/1/2010 6:21,1777,4557,$101.79 ,Swipe Transaction,30286,Burke,VA,22015,4814,
7475649,1/1/2010 6:22,973,3833,$35.53 ,Swipe Transaction,98374,Crenshaw,MS,38621,5411,
7475650,1/1/2010 6:23,628,2579,($95.00),Swipe Transaction,59935,Narberth,PA,19072,5499,
7475651,1/1/2010 6:23,754,4122,$39.07 ,Swipe Transaction,31893,Myrtle Beach,SC,29587,5311,
7475652,1/1/2010 6:23,1138,2122,$36.33 ,Online Transaction,39021,ONLINE,,,4784,
7475654,1/1/2010 6:24,327,5512,$47.61 ,Online Transaction,39021,ONLINE,,,4784,
7475655,1/1/2010 6:24,628,2579,$79.41 ,Swipe Transaction,59935,Narberth,PA,19072,5499,
7475658,1/1/2010 6:24,1516,1002,$4.13 ,Swipe Transaction,78454,Milpitas,CA,95035,5812,
7475659,1/1/2010 6:24,1944,1059,$100.00 ,Swipe Transaction,27092,Cleveland,OH,44135,4829,
7475660,1/1/2010 6:25,81,96,$3.37 ,Swipe Transaction,50783,Bulverde,TX,78163,5411,
7475661,1/1/2010 6:25,557,5570,$2.36 ,Swipe Transaction,50783,Canton,NC,28716,5411,
7475662,1/1/2010 6:25,676,3910,$2.27 ,Swipe Transaction,44919,Luther,OK,73054,5814,
7475663,1/1/2010 6:26,64,5429,$190.91 ,Swipe Transaction,14914,Ocoee,FL,34761,7995,
7475664,1/1/2010 6:26,1445,4716,$3.86 ,Online Transaction,39021,ONLINE,,,4784,
7475665,1/1/2010 6:26,1640,4967,$84.00 ,Swipe Transaction,61195,Adrian,MI,49221,5541,
7475666,1/1/2010 6:27,515,5078,$4.37 ,Swipe Transaction,91264,Longview,TX,75604,5814,
7475670,1/1/2010 6:29,1774,4516,$1.37 ,Swipe Transaction,61195,Minneapolis,MN,55421,5541,
7475671,1/1/2010 6:30,177,3715,$100.00 ,Swipe Transaction,27092,Memphis,TN,38116,4829,
7475672,1/1/2010 6:30,636,3420,($52.00),Swipe Transaction,59935,Chicago,IL,60623,5499,
